Name,RAJ2000,DEJ2000,Type1,Type2,mag1,Orb.Per,Distance,5%,95%
J0814-0050  , 08 14 18.9  , -00 50 22   ,DN,SU,18.33,0.074850,558.72,86.25,131.08
WX Hyi      , 02 09 50.7  , -63 18 40   ,DN,SU,14.63,0.074813,234.06,2.62,2.69
LY Hya      , 13 31 53.8  , -29 40 59   ,DN,SU,17.99,0.074800,321.81,26.28,32.48
J0501+2038  , 05 01 24.1  , +20 38 18   ,DN,  ,18.19,0.074800,571.83,96.59,138.98
BE Oct      , 00 00 48.8  , -77 18 57   ,DN,SU,18.96,0.074700,2284.78,939.20,2887.27
QT Aqr      , 20 59 14.9  , -06 12 20   ,DN,  ,19.05,0.074700,3641.61,2113.11,4811.22
J1922+4309  , 19 22 54.9  , +43 09 05   ,DN,SU,17.21,0.074606,1383.38,188.55,266.52
AY For      , 02 42 34.8  , -28 02 44   ,DN,SU,18.30,0.074600,504.41,83.00,125.46
QW Ser      , 15 26 14.0  , +08 18 02   ,DN,SU,17.58,0.074572,389.23,54.57,80.90
Z  Cha      , 08 07 28.2  , -76 32 01   ,DN,SU,18.32,0.074499,2253.21,1096.33,3475.88
J2344-0012  , 23 44 40.5  , -00 12 06   ,DN,SU,20.10,0.074400,3280.24,2196.34,4688.09
J1002-1925  , 10 02 11.7  , -19 25 38   ,NL,AM,17.69,0.074300,846.70,129.36,176.41
J1858+4914  , 18 58 30.9  , +49 14 33   ,DN,SU,16.37,0.074300,258.81,4.89,5.01
VW Hyi      , 04 09 11.3  , -71 17 41   ,DN,SU,13.84,0.074271,53.96,0.10,0.10
V663 Ara    , 16 46 57.7  , -55 41 21   ,DN,SU,19.76,0.074100,3325.97,2210.03,4653.82
V1316 Cyg   , 20 12 13.6  , +42 45 52   ,DN,SU,18.07,0.074000,686.68,94.13,132.35
NY Her      , 17 52 52.6  , +29 22 19   ,DN,SU,18.68,0.074000,1951.10,467.48,783.86
J0442-0023  , 04 42 16.0  , -00 23 34   ,DN,SU, nan,0.074000,nan,nan,nan
J0543+0931  , 05 43 18.0  , +09 31 15   ,DN,SU, nan,0.074000,nan,nan,nan
J0610+1240  , 06 10 04.0  , +12 40 09   ,DN,SU, nan,0.074000,nan,nan,nan
J0819+1915  , 08 19 36.1  , +19 15 40   ,DN,SU,19.89,0.074000,-1.93,0.01,0.02
J1649+0358  , 16 49 50.4  , +03 58 35   ,DN,SU,18.65,0.074000,451.08,74.08,107.56
IY UMa      , 10 43 57.0  , +58 07 33   ,DN,SU,19.44,0.073909,3344.21,1925.89,4760.19
J1413-6517  , 14 13 32.9  , -65 17 57   ,NL,AM,19.72,0.073810,3870.66,2344.72,4736.93
V1251 Cyg   , 21 40 54.4  , +48 39 43   ,DN,SU,20.26,0.073700,727.59,329.47,2674.15
AY Lyr      , 18 44 26.7  , +37 59 52   ,DN,SU,17.93,0.073700,456.43,40.59,50.69
HT Cas      , 01 10 13.0  , +60 04 36   ,DN,SU,16.35,0.073647,141.45,2.13,2.09
CC Cnc      , 08 36 19.2  , +21 21 05   ,DN,SU,17.43,0.073520,573.19,113.15,185.71
DM Dra      , 15 34 12.1  , +59 48 32   ,DN,SU,20.03,0.073500,837.96,333.40,2126.44
J1751-2927  , 17 51 33.9  , -29 27 54   ,NL,AM,18.38,0.073400,2675.71,1817.55,4883.45
VZ Pyx      , 08 59 19.9  , -24 28 55   ,DN,SU,15.32,0.073320,251.74,4.45,4.26
KV And      , 02 17 13.8  , +40 41 31   ,DN,SU,19.94,0.073300,2909.57,2104.28,4507.40
IL Vul      , 20 38 32.7  , +22 42 17   ,DN,SU,20.26,0.073000,2287.97,1794.86,4688.95
J1110-2337  , 11 10 46.2  , -23 37 45   ,DN,SU,20.70,0.073000,3693.51,2562.48,4831.07
J1343-4426  , 13 43 37.2  , -44 26 42   ,DN,SU,18.20,0.073000,634.50,162.84,358.72
J1755-0051  , 17 55 02.1  , -00 51 41   ,DN,SU, nan,0.073000,nan,nan,nan
J2056-3014  , 20 56 52.1  , -30 14 38   ,DN,IP,16.99,0.073000,264.26,11.66,12.36
OU Vir      , 14 35 00.1  , -00 46 07   ,DN,SU,18.36,0.072730,682.55,229.64,824.52
DT Oct      , 18 40 52.6  , -83 43 10   ,DN,SU,16.22,0.072707,281.83,5.51,5.82
J0803+2848  , 08 03 07.0  , +28 48 56   ,DN,SU,19.73,0.072700,1147.34,685.68,3747.05
EP Dra      , 19 07 06.1  , +69 08 42   ,NL,AM,18.03,0.072656,387.89,19.42,20.31
AW Sge      , 19 58 37.1  , +16 41 29   ,DN,SU,19.31,0.072400,872.19,300.88,974.32
TU Tri      , 01 39 15.3  , +31 24 19   ,DN,SU,18.05,0.072400,897.83,165.82,280.75
NGC 104-W21 , 00 24 07.6  , -72 05 27   ,CV,  ,11.68,0.072230,5917.91,2362.66,4359.35
J0953+1458  , 09 53 08.1  , +14 58 36   ,NL,AM,18.33,0.072049,474.45,81.54,113.50
V1047 Aql   , 19 51 31.1  , +10 57 22   ,DN,SU,18.36,0.072000,1748.92,467.09,943.90
BB Ari      , 02 44 57.7  , +27 31 09   ,DN,SU,18.45,0.072000,359.34,35.98,43.76
QV Aqr      , 21 04 50.0  , +01 05 46   ,DN,SU,20.27,0.071960,-1.00,0.02,0.01
J1754-3526  , 17 54 16.2  , -35 26 40   ,DN,SU,18.09,0.071931,267.71,18.08,21.30
NN Cam      , 04 12 36.9  , +69 29 06   ,DN,SU,18.16,0.071700,388.15,33.09,37.95
DN Dra      , 18 42 28.1  , +48 37 42   ,DN,SU,20.40,0.071680,1837.33,1181.36,4391.68
FO And      , 01 15 32.1  , +37 37 36   ,DN,SU,17.98,0.071610,616.26,82.28,116.18
J0150+3756  , 01 50 16.2  , +37 56 19   ,DN,SU,17.91,0.071500,702.41,116.72,173.44
GD 552      , 22 50 39.9  , +63 28 38   ,DN,WZ,19.08,0.071340,4084.68,2135.97,4496.64
FQ Mon      , 07 16 41.2  , -06 56 49   ,DN,SU,18.77,0.071300,-4.38,0.01,0.01
VW CrB      , 16 00 03.8  , +33 11 15   ,DN,SU,19.84,0.071000,2884.61,1798.63,4522.47
NSV 1436    , 04 02 39.0  , +42 50 45   ,DN,SU,17.06,0.071000,251.51,7.65,8.03
J0115+2455  , 01 15 16.5  , +24 55 30   ,DN,SU,19.86,0.071000,2715.20,1812.63,4642.86
J0150+3326  , 01 50 51.5  , +33 26 22   ,DN,SU,17.79,0.071000,679.10,103.28,151.94
J0512+4505  , 05 12 34.6  , +45 05 12   ,DN,SU,20.09,0.071000,3278.19,2093.28,4547.87
J0803+2516  , 08 03 03.9  , +25 16 27   ,DN,SU,18.98,0.071000,2076.59,1207.01,4053.49
J1600+7050  , 16 00 20.6  , +70 50 07   ,DN,SU,18.52,0.071000,586.23,96.59,150.30
J1723+1757  , 17 23 06.3  , +17 57 56   ,DN,SU,20.65,0.071000,3435.10,2414.40,5189.61
J2159-3529  , 21 59 06.9  , -35 29 57   ,DN,SU, nan,0.071000,nan,nan,nan
J2305+6521  , 23 05 38.4  , +65 21 59   ,DN,SU,18.79,0.071000,672.48,143.03,238.54
RS Cae      , 04 53 25.5  , -42 13 40   ,NL,AM,20.23,0.070900,3451.96,2101.00,4569.38
V834 Cen    , 14 09 07.5  , -45 17 17   ,NL,AM,16.66,0.070498,112.59,4.32,4.51
J0221-2619  , 02 21 37.9  , -26 19 52   ,DN,  ,19.52,0.070490,1556.93,784.81,3125.60
J0838+4910  , 08 38 45.2  , +49 10 56   ,DN,SU,18.33,0.070300,866.17,218.00,424.49
J1443-1755  , 14 43 41.9  , -17 55 49   ,DN,SU,19.61,0.070200,902.35,377.34,2389.57
J0345-0152  , 03 45 15.4  , -01 52 16   ,DN,  ,18.93,0.070180,414.58,86.99,162.81
V379 Tel    , 19 28 32.5  , -50 01 35   ,NL,AM,18.21,0.070162,3381.49,1819.78,4197.16
V2779 Oph   , 18 08 35.8  , +10 10 30   ,DN,SU,16.95,0.070037,286.08,9.75,9.76
V2527 Oph   , 17 22 04.4  , -19 49 09   ,DN,SU,18.32,0.070000,331.84,29.77,37.14
M31 2006-04a, 00 43 13.4  , +41 16 59   ,N ,SS, nan,0.070000,nan,nan,nan
J0015+2636  , 00 15 38.2  , +26 36 57   ,DN,SU,17.63,0.070000,643.85,112.00,166.27
J0042-5609  , 00 42 14.2  , -56 09 20   ,DN,SU,17.64,0.070000,631.79,65.84,84.04
J0213+4606  , 02 13 17.2  , +46 06 43   ,DN,SU,19.29,0.070000,3530.75,2411.68,4868.14
J0316+1758  , 03 16 00.1  , +17 58 24   ,DN,SU, nan,0.070000,nan,nan,nan
J0513-2619  , 05 13 06.6  , -26 19 52   ,DN,SU,19.66,0.070000,485.03,145.08,449.73
J0754+3812  , 07 54 18.7  , +38 12 25   ,DN,SU, nan,0.070000,nan,nan,nan
J1057-2156  , 10 57 49.8  , -21 56 58   ,DN,  ,17.96,0.070000,682.90,99.67,138.62
J1927-4847  , 19 27 10.1  , -48 47 52   ,DN,SU,19.40,0.070000,615.03,217.69,902.12
J1959-1833  , 19 59 18.0  , -18 33 31   ,DN,SU, nan,0.070000,nan,nan,nan
J2027-2240  , 20 27 31.2  , -22 40 01   ,DN,SU,17.89,0.070000,344.19,29.22,35.67
J2349-6054  , 23 49 55.1  , -60 54 17   ,DN,SU,19.93,0.070000,964.91,268.80,686.29
VV Pup      , 08 15 06.7  , -19 03 17   ,NL,AM,15.93,0.069747,137.01,1.37,1.43
CY UMa      , 10 56 57.1  , +49 41 19   ,DN,SU,17.31,0.069570,315.82,20.99,24.17
V1504 Cyg   , 19 28 56.5  , +43 05 37   ,DN,SU,14.78,0.069500,529.61,21.16,23.05
J1914+6052  , 19 14 43.5  , +60 52 14   ,DN,SU,20.86,0.069500,-0.50,0.02,0.02
RU Hor      , 02 46 07.5  , -63 35 47   ,DN,SU,19.98,0.069200,921.69,421.81,2476.31
EG Lyn      , 08 20 51.0  , +49 34 31   ,NL,AM,20.37,0.069010,3134.55,2086.84,4690.81
CF Gru      , 21 41 23.0  , -45 04 31   ,DN,UG,19.40,0.069000,1882.96,1085.16,3872.94
V544 Her    , 16 38 05.4  , +08 37 58   ,DN,UG,19.04,0.069000,2851.40,1599.25,4217.73
J0943-2720  , 09 43 27.3  , -27 20 30   ,DN,SU, nan,0.069000,nan,nan,nan
J1120+6636  , 11 20 03.4  , +66 36 32   ,DN,SU, nan,0.069000,nan,nan,nan
J1329-3658  , 13 29 00.9  , -36 58 59   ,DN,SU, nan,0.069000,nan,nan,nan
J1344+2044  , 13 44 41.8  , +20 44 08   ,NL,AM,18.29,0.069000,620.03,105.25,148.08
J1354+2736  , 13 54 18.8  , +27 36 03   ,DN,SU, nan,0.069000,nan,nan,nan
J1359-3752  , 13 59 17.5  , -37 52 42   ,DN,SU,19.18,0.069000,3027.96,1970.24,4689.45
J1554+3650  , 15 54 30.6  , +36 50 42   ,DN,SU, nan,0.069000,nan,nan,nan
J1628+2402  , 16 28 30.9  , +24 02 59   ,DN,SU,19.72,0.069000,1571.60,990.17,4101.48
J2149-1219  , 21 49 34.2  , -12 19 08   ,DN,SU, nan,0.069000,nan,nan,nan
J2206+3014  , 22 06 41.1  , +30 14 36   ,DN,SU, nan,0.069000,nan,nan,nan
J2313+2337  , 23 13 08.1  , +23 37 02   ,DN,SU,19.54,0.069000,1526.38,843.09,3572.31
J1132+6249  , 11 32 15.5  , +62 49 01   ,DN,  ,18.75,0.068900,1135.22,301.23,666.87
V1208 Tau   , 04 59 44.0  , +19 26 23   ,DN,SU,18.62,0.068700,664.56,196.50,529.14
V393 Pav    , 19 57 11.5  , -57 38 22   ,NL,AM,18.74,0.068625,287.61,25.87,31.56
V368 Peg    , 22 58 43.5  , +11 09 12   ,DN,SU,19.06,0.068600,655.48,200.47,691.74
J1216+0520  , 12 16 07.0  , +05 20 14   ,DN,  ,20.20,0.068600,2171.32,1715.87,4555.70
V337 Cyg    , 19 59 52.9  , +39 14 00   ,DN,SU,19.85,0.068500,1322.72,778.10,3879.64
V699 Oph    , 16 25 14.8  , -04 40 26   ,DN,SU,16.08,0.068500,635.00,44.67,51.53
J1429+4145  , 14 29 55.9  , +41 45 17   ,NL,  , nan,0.068500,nan,nan,nan
J1509+4650  , 15 09 03.7  , +46 50 57   ,DN,SU,20.74,0.068440,3732.24,2543.60,5121.74
IR Gem      , 06 47 34.6  , +28 06 23   ,DN,SU,15.96,0.068400,266.64,9.40,9.65
TY Psc      , 01 25 39.4  , +32 23 10   ,DN,SU,16.87,0.068330,261.67,10.78,11.61
J1715+6856  , 17 15 41.8  , +68 56 43   ,DN,SU,18.36,0.068300,761.11,119.45,166.62
RZ Sge      , 20 03 18.5  , +17 02 53   ,DN,SU, nan,0.068280,nan,nan,nan
EX Hya      , 12 52 24.4  , -29 14 57   ,NL,IP,13.21,0.068234,56.96,0.22,0.21
HS Cam      , 07 19 14.5  , +65 57 45   ,NL,AM,19.17,0.068207,499.56,106.88,184.63
V1212 Tau   , 03 51 57.0  , +25 25 28   ,DN,SU, nan,0.068200,nan,nan,nan
J1823-3021#2, 18 23 40.8  , -30 21 35   ,CV,GC, nan,0.068170,nan,nan,nan
V458 Vul    , 19 54 24.6  , +20 52 52   ,Na,  ,18.10,0.068126,4838.73,2153.48,4564.84
J0446-7122  , 04 46 50.0  , -71 22 56   ,DN,SU,18.67,0.068106,349.77,33.28,42.35
J2243+0809  , 22 43 48.5  , +08 09 27   ,DN,SU,18.74,0.068100,427.31,82.60,134.42
J0558+0006  , 05 58 42.8  , +00 06 26   ,DN,  ,19.15,0.068080,3099.82,1827.06,4640.05
J1658+1847  , 16 58 37.7  , +18 47 27   ,DN,  ,19.77,0.068064,445.76,95.79,179.99
KS UMa      , 10 20 26.5  , +53 04 33   ,DN,SU,16.82,0.068000,371.12,23.85,28.10
J0632-5638  , 06 32 27.7  , -56 38 53   ,DN,SU,19.56,0.068000,683.64,186.47,457.20
J1117+7651  , 11 17 59.7  , +76 51 31   ,DN,SU, nan,0.068000,nan,nan,nan
J1612-1509  , 16 12 21.3  , -15 09 39   ,DN,SU, nan,0.068000,nan,nan,nan
J1810-5349  , 18 10 33.8  , -53 49 46   ,DN,SU,20.59,0.068000,3619.24,2495.88,4937.13
BZ UMa      , 08 53 44.1  , +57 48 41   ,DN,SU,16.21,0.067990,152.57,2.40,2.49
NSV 4838    , 10 23 20.2  , +44 05 09   ,DN,SU,18.55,0.067900,743.23,202.85,509.00
SS UMi      , 15 51 22.2  , +71 45 12   ,DN,SU,16.84,0.067800,531.05,21.37,23.27
NGC 104-W34 , 00 24 05.1  , -72 04 47   ,CV,  ,11.65,0.067670,2021.50,546.93,1007.06
J1653-4144  , 16 53 34.4  , -41 44 23   ,NL,AM, nan,0.067650,nan,nan,nan
J1152+4049  , 11 52 07.0  , +40 49 48   ,DN,SU,19.44,0.067600,2599.93,1821.75,4539.08
LW Cam      , 07 04 09.9  , +62 03 28   ,NL,AM,18.15,0.067547,552.81,61.23,83.56
V550 Cyg    , 20 05 05.2  , +32 21 21   ,DN,SU,20.65,0.067500,2638.02,2087.80,4533.61
J0506+3547  , 05 06 17.4  , +35 47 39   ,DN,SU,20.46,0.067500,3484.94,2385.38,5036.43
V2690 Oph   , 16 37 22.2  , -00 19 57   ,DN,SU,20.01,0.067390,3560.21,2334.96,4899.99
V1229 Her   , 16 56 58.1  , +21 21 39   ,CV,DN,18.21,0.067300,539.22,62.89,86.88
V701 Tau    , 03 44 01.9  , +21 57 08   ,DN,SU,20.57,0.067300,3557.27,2483.26,4808.91
J2154+1557  , 21 54 27.2  , +15 57 13   ,CV,DN,17.76,0.067294,1025.00,205.98,372.64
SX LMi      , 10 54 30.4  , +30 06 10   ,DN,SU,16.69,0.067200,326.23,18.90,21.38
V1240 Her   , 17 02 44.1  , +22 35 48   ,  ,  ,17.65,0.067000,4688.73,2289.33,4461.13
PU Per      , 02 42 16.1  , +35 40 46   ,DN,SU, nan,0.067000,nan,nan,nan
V1324 Sco   , 17 50 53.9  , -32 37 20   ,Nb,  , nan,0.067000,nan,nan,nan
J1026+4754  , 10 26 37.0  , +47 54 27   ,DN,SU,19.85,0.067000,1693.38,1143.01,4151.49
J1146+6759  , 11 46 28.8  , +67 59 10   ,DN,SU,18.20,0.067000,718.84,114.79,174.46
J1409-2917  , 14 09 32.1  , -26 17 04   ,DN,SU, nan,0.067000,nan,nan,nan
J1628+0653  , 16 28 06.2  , +06 53 15   ,DN,SU,20.60,0.067000,3255.26,2302.34,4655.35
J1925+6851  , 19 25 14.5  , +68 51 22   ,DN,SU,18.77,0.067000,448.98,58.66,74.56
J2035+0920  , 20 35 09.8  , +09 20 47   ,DN,SU,19.64,0.067000,3960.35,2353.99,4843.71
J2253+3330  , 22 53 50.5  , +33 30 33   ,DN,SU,20.33,0.067000,2977.60,2004.73,4476.78
BS Tri      , 02 09 29.8  , +28 32 29   ,NL,AM,17.97,0.066855,273.50,15.48,17.72
J0950-0639  , 09 50 18.1  , -06 39 22   ,DN,SU, nan,0.066818,nan,nan,nan
BC Dor      , 05 46 15.0  , -68 35 24   ,DN,NS,18.81,0.066800,385.68,34.50,42.09
J0333+3320  , 03 33 52.8  , +33 20 45   ,DN,SU,17.93,0.066600,261.48,26.05,31.77
IX Dra      , 18 12 31.4  , +67 04 46   ,DN,SU,17.40,0.066460,795.27,59.02,68.74
J0932+4725  , 09 32 49.6  , +47 25 23   ,DN,SU,19.36,0.066303,1263.03,559.50,2345.13
KY Eri      , 03 10 51.7  , -07 55 00   ,DN,SU, nan,0.066300,nan,nan,nan
HP Cet      , 02 33 22.6  , +00 51 00   ,NL,LI,20.16,0.066280,2467.26,1750.70,4656.60
J2158+2419  , 21 58 18.5  , +24 19 24   ,DN,SU,20.11,0.066070,1070.53,666.19,4511.21
J0431-0314  , 04 31 12.4  , -03 14 52   ,DN,SU,19.78,0.066050,3348.07,2209.74,4435.31
V551 Sgr    , 18 00 56.5  , -34 35 45   ,DN,SU,19.83,0.066000,3550.66,2455.81,5095.04
FL Lyn      , 08 24 09.7  , +49 31 24   ,DN,SU,20.16,0.066000,3513.22,2248.01,4620.41
J0416+2928  , 04 16 36.9  , +29 28 06   ,DN,SU, nan,0.066000,nan,nan,nan
J0443-2108  , 04 43 45.4  , -21 08 34   ,DN,SU, nan,0.066000,nan,nan,nan
J0553-4806  , 05 53 30.4  , -48 06 23   ,DN,SU, nan,0.066000,nan,nan,nan
J0647+4915  , 06 47 25.7  , +49 15 43   ,DN,SU,17.37,0.066000,269.67,16.75,19.17
J0746-0746  , 07 46 35.1  , -07 46 33   ,DN,SU,18.65,0.066000,1186.09,421.29,1341.93
J1015+8124  , 10 15 10.8  , +81 24 19   ,DN,SU, nan,0.066000,nan,nan,nan
J1100+1315  , 11 00 14.7  , +13 15 52   ,DN,SU,18.68,0.066000,497.90,100.43,173.08
J1436-3604  , 14 36 15.5  , -36 04 17   ,DN,SU, nan,0.066000,nan,nan,nan
J1642-2313  , 16 42 13.2  , -23 13 13   ,DN,SU,17.44,0.066000,391.16,35.39,42.35
J2218+6542  , 22 18 11.0  , +65 42 20   ,DN,SU,19.61,0.066000,395.73,74.81,128.76
J2304+0625  , 23 04 25.9  , +06 25 46   ,DN,SU, nan,0.066000,nan,nan,nan
J0116+0922  , 01 16 13.8  , +09 22 16   ,DN,  ,18.80,0.065820,2319.16,1240.87,3702.55
GO Com      , 12 56 37.1  , +26 36 44   ,DN,SU,18.32,0.065800,389.55,50.86,70.53
V2362 Cyg   , 21 11 32.3  , +44 48 04   ,Na,  ,20.07,0.065770,-0.86,0.01,0.01
J0945-1944  , 09 45 51.0  , -19 44 01   ,DN,SU,16.85,0.065769,183.16,6.05,6.73
J1725-6438  , 17 25 54.8  , -64 38 39   ,NL,AM,19.35,0.065734,393.44,68.66,110.93
J0922+3307  , 09 22 29.3  , +33 07 44   ,DN,SU,18.60,0.065700,825.27,341.93,1764.42
YY Sex      , 10 39 47.0  , -05 06 58   ,NL,IP,18.94,0.065597,343.39,45.13,62.78
DI Phe      , 23 54 20.4  , -47 00 20   ,DN,  ,19.49,0.065550,799.30,341.77,2333.81
J0426+3541  , 04 26 09.3  , +35 41 45   ,DN,SU,16.21,0.065502,187.77,3.86,4.42
J0438+0040  , 04 38 29.1  , +00 40 17   ,DN,  ,19.67,0.065500,3395.16,2199.56,4610.40
PW Aqr      , 20 50 17.8  , -05 36 27   ,NL,AM, nan,0.065425,nan,nan,nan
DM Lyr      , 18 58 44.4  , +30 15 33   ,DN,SU,18.43,0.065409,669.91,77.45,98.50
AO Oct      , 21 05 08.2  , -75 21 02   ,DN,SU,20.58,0.065350,3583.89,2349.25,4826.18
J1524+2209  , 15 24 19.3  , +22 09 20   ,DN,SU,19.14,0.065319,505.39,101.33,163.04
J0746+1734  , 07 46 40.6  , +17 34 13   ,DN,SU,20.19,0.065300,3262.50,2281.61,4660.95
J0912-0349  , 09 12 46.0  , -03 49 16   ,DN,  ,17.77,0.065300,641.58,86.87,120.55
AK Cnc      , 08 55 21.2  , +11 18 15   ,DN,SU,18.24,0.065100,626.29,106.59,146.37
V1195 Oph   , 17 00 21.7  , -20 53 34   ,DN,SU,20.01,0.065000,2356.41,1700.73,4821.68
J0411-0907  , 04 11 33.6  , -09 07 29   ,DN,SU,18.99,0.065000,1201.57,465.80,1629.95
J0648+4147  , 06 48 04.5  , +41 47 02   ,DN,SU, nan,0.065000,nan,nan,nan
J1055+5731  , 10 55 45.2  , +57 31 10   ,DN,SU, nan,0.065000,nan,nan,nan
J1259+2426  , 12 59 05.8  , +24 26 33   ,DN,SU, nan,0.065000,nan,nan,nan
J1743+2311  , 17 43 05.7  , +23 11 08   ,DN,SU,20.18,0.065000,3749.13,2224.89,4642.81
J1752+5001  , 17 52 19.1  , +50 01 16   ,DN,SU, nan,0.065000,nan,nan,nan
J2319+3647  , 23 19 36.1  , +36 47 00   ,DN,SU,18.12,0.065000,415.07,39.12,50.79
AQ CMi      , 07 14 34.8  , +08 48 06   ,DN,SU,18.68,0.064900,729.38,182.18,358.47
CT Hya      , 08 51 07.4  , +03 08 34   ,DN,SU,18.55,0.064900,816.33,208.55,542.48
UV Per      , 02 10 08.3  , +57 11 21   ,DN,SU,17.93,0.064900,252.03,13.09,15.61
J0232-3717  , 02 32 38.0  , -37 17 55   ,DN,SU,18.67,0.064700,208.66,13.87,16.16
J1538+5123  , 15 38 17.4  , +51 23 38   ,DN,  ,18.31,0.064660,652.50,95.19,149.82
EQ Cet      , 01 28 52.5  , -23 39 43   ,NL,AM,17.34,0.064455,285.98,13.86,15.56
HW Boo      , 13 43 23.2  , +15 09 17   ,DN,  ,17.56,0.064350,402.82,38.50,50.45
J0935+1619  , 09 35 37.5  , +16 19 51   ,CV,NL,18.75,0.064059,3290.98,1905.25,4076.39
J0127-5817  , 01 27 54.5  , -58 17 17   ,DN,SU,20.51,0.064000,2820.37,1995.99,4564.28
J0507+1253  , 05 07 16.2  , +12 53 15   ,DN,SU,20.30,0.064000,3149.62,2534.74,4716.14
J1127-2822  , 11 27 26.0  , -28 22 12   ,DN,SU, nan,0.064000,nan,nan,nan
J1442-2250  , 14 42 52.0  , -22 50 39   ,DN,SU, nan,0.064000,nan,nan,nan
J1604+1456  , 16 04 10.6  , +14 56 19   ,DN,SU, nan,0.064000,nan,nan,nan
J1703+6607  , 17 03 43.0  , +66 07 45   ,DN,SU,17.44,0.064000,5566.18,2117.33,4149.07
J2144+2220  , 21 44 26.4  , +22 20 25   ,DN,SU,17.13,0.064000,1072.15,218.03,366.72
J0945+2922  , 09 45 58.2  , +29 22 53   ,NL,  ,19.06,0.063900,552.44,173.61,526.57
J1944-4202  , 19 44 27.8  , -42 02 09   ,NL,AM,19.93,0.063850,622.63,262.01,1908.54
J1817-2508  , 18 17 22.2  , -25 08 43   ,NL,IP,16.91,0.063800,-13.08,0.02,0.01
J1312+1736  , 13 12 23.5  , +17 37 00   ,NL,AM,19.65,0.063785,1213.78,715.36,4078.71
V632 Cyg    , 21 36 04.2  , +40 26 19   ,DN,SU,17.20,0.063770,515.59,29.66,31.21
V476 Peg    , 21 54 33.7  , +35 50 17   ,DN,SU,16.90,0.063700,657.15,42.81,50.15
ER UMa      , 09 47 11.8  , +51 54 09   ,DN,SU,14.49,0.063660,374.16,10.67,11.18
J0039+0054  , 00 39 41.1  , +00 54 28   ,DN,  ,20.89,0.063469,-0.75,0.01,0.01
V453 Nor    , 16 00 47.5  , -48 46 05   ,DN,SU,16.08,0.063380,288.97,7.47,7.34
QZ Lib      , 15 36 16.0  , -08 39 07   ,DN,SU,18.88,0.063300,190.20,17.90,22.28
QZ Aqr      , 21 31 22.4  , -00 39 37   ,DN,SU, nan,0.063300,nan,nan,nan
MR UMa      , 11 31 22.4  , +43 22 38   ,DN,SU,17.89,0.063300,346.74,31.22,37.57
CG CMa      , 07 04 05.2  , -23 45 34   ,DN,SU,16.26,0.063275,5624.34,1744.30,3283.37
J1321+5609  , 13 21 04.0  , +56 09 58   ,NL,AM,17.24,0.063235,832.88,73.92,96.91
J1440+4947  , 14 40 11.0  , +49 47 34   ,DN,SU, nan,0.063200,nan,nan,nan
OY Car      , 10 06 22.4  , -70 14 05   ,DN,SU,15.62,0.063121,90.80,0.43,0.42
J1125-0016  , 11 25 55.7  , -00 16 38   ,DN,  ,19.66,0.063100,1180.49,700.50,4165.01
V1227 Her   , 16 53 59.1  , +20 10 10   ,DN,SU,18.08,0.063100,973.59,210.64,360.07
VY Aqr      , 21 12 09.2  , -08 49 37   ,DN,SU,16.86,0.063090,138.47,4.10,4.51
J0248+5012  , 02 48 48.1  , +50 12 39   ,DN,SU, nan,0.063000,nan,nan,nan
J0600+1426  , 06 00 10.0  , +14 26 13   ,DN,SU,20.01,0.063000,2660.41,1937.94,4606.27
J0729+5938  , 07 29 48.6  , +59 38 25   ,DN,SU,19.00,0.063000,450.08,132.77,367.94
J0734+2713  , 07 34 18.7  , +27 13 09   ,DN,SU,19.75,0.063000,-2.68,0.01,0.01
J1400+5723  , 14 00 38.0  , +57 23 41   ,DN,SU,18.88,0.063000,602.06,131.30,233.20
J1411+2620  , 14 11 43.5  , +26 20 52   ,DN,SU, nan,0.063000,nan,nan,nan
J1519-2440  , 15 19 29.6  , -24 40 01   ,DN,SU, nan,0.063000,nan,nan,nan
J1227+5139  , 12 27 40.8  , +51 39 25   ,DN,SU,18.79,0.062950,371.46,41.86,54.22
TV Crv      , 12 20 24.2  , -18 27 02   ,DN,SU,18.68,0.062900,337.60,48.96,67.90
V5662 Sgr   , 20 05 51.2  , -29 34 58   ,DN,  ,17.97,0.062890,169.06,8.19,9.10
EK TrA      , 15 14 01.0  , -65 05 35   ,DN,SU,18.44,0.062880,4507.59,2033.27,3956.30
J0333-4451  , 03 33 20.6  , -44 51 42   ,DN,  ,17.82,0.062860,569.09,51.43,63.00
J1057+2759  , 10 57 54.2  , +27 59 48   ,DN,  ,19.53,0.062810,1717.22,1113.01,4109.56
HO Del      , 20 36 55.5  , +14 03 09   ,DN,SU,18.21,0.062700,528.15,85.36,135.29
J1631+1031  , 16 31 20.9  , +10 31 34   ,DN,SU,18.52,0.062700,501.00,42.67,52.48
J1300+1151  , 13 00 30.3  , +11 51 01   ,DN,SU,19.89,0.062670,1850.27,1134.67,3902.11
J1745-2905  , 17 45 32.7  , -29 05 52   ,NL,AM,15.12,0.062611,1776.73,212.70,284.03
BC UMa      , 11 52 15.9  , +49 14 42   ,DN,SU,18.37,0.062610,324.78,27.43,33.44
EU UMa      , 11 49 55.7  , +28 45 08   ,NL,AM,18.86,0.062600,345.82,52.11,72.76
V347 Pav    , 18 44 48.3  , -74 18 34   ,NL,AM,17.26,0.062557,161.91,3.39,3.48
