Name,RA_Simbad,DEC_Simbad
Cl* NGC  104    EGG V26                                                          ,00 24 06.4777      ,-72 04 46.016      
Cl* NGC  104    EGG V26                                                          ,00 24 06.4777      ,-72 04 46.016      
CXOGlb J002406.5-720451                                                        ,00 24 06.454       ,-72 04 51.00       
CXOGlb J002406.5-720451                                                        ,00 24 06.454       ,-72 04 51.00       
CXOGlb J002406.5-720451                                                        ,00 24 06.454       ,-72 04 51.00       
CXOGlb J002406.5-720451                                                        ,00 24 06.454       ,-72 04 51.00       
Cl* NGC  104    EGG V23                                                        ,00 24 06.429       ,-72 04 52.79       
Cl* NGC  104    EGG V23                                                        ,00 24 06.429       ,-72 04 52.79       
Cl* NGC  104    EGG V23                                                        ,00 24 06.429       ,-72 04 52.79       
Cl* NGC  104    EGG V23                                                        ,00 24 06.429       ,-72 04 52.79       
Cl* NGC  104    EGG V23                                                        ,00 24 06.429       ,-72 04 52.79       
[MSS2012] 92                                             ,00 24 06.412        ,-72 05 08.40       
[MSS2012] 92                                                        ,00 24 06.412       ,-72 05 08.40       
[MSS2012] 92                                                        ,00 24 06.412       ,-72 05 08.40       
[MSS2012] 92                                                        ,00 24 06.412       ,-72 05 08.40       
CXOGlb J002406.3-720443                                                        ,00 24 06.397       ,-72 04 42.97       
Cl* NGC  104    MAM M44437                                             ,00 24 06.390        ,-72 05 07.37       
Cl* NGC  104    MAM M44437                                                        ,00 24 06.390       ,-72 05 07.37       
Cl* NGC  104    MAM M44437                                                        ,00 24 06.390       ,-72 05 07.37       
Cl* NGC  104    MAM M44437                                                        ,00 24 06.390       ,-72 05 07.37       
Cl* NGC  104    MAM M44437                                                        ,00 24 06.390       ,-72 05 07.37       
Cl* NGC  104    EGG V20                                                        ,00 24 06.353       ,-72 04 49.17       
Cl* NGC  104    EGG V20                                                        ,00 24 06.353       ,-72 04 49.17       
Cl* NGC  104    EGG V20                                                        ,00 24 06.353       ,-72 04 49.17       
Cl* NGC  104    EGG V20                                                        ,00 24 06.353       ,-72 04 49.17       
Cl* NGC  104    EGG V20                                                        ,00 24 06.353       ,-72 04 49.17       
[KDA2008] 85                                                        ,00 24 06.341       ,-72 04 51.16       
[KDA2008] 85                                                        ,00 24 06.341       ,-72 04 51.16       
[KDA2008] 85                                                        ,00 24 06.341       ,-72 04 51.16       
[KDA2008] 85                                                        ,00 24 06.341       ,-72 04 51.16       
[KDA2008] 85                                                        ,00 24 06.341       ,-72 04 51.16       
[KDA2008] 81                                                        ,00 24 06.308       ,-72 05 05.27       
[KDA2008] 81                                                        ,00 24 06.308       ,-72 05 05.27       
[KDA2008] 81                                                        ,00 24 06.308       ,-72 05 05.27       
[MSS2012] 15                                                        ,00 24 06.269       ,-72 04 45.36       
[MSS2012] 15                                                        ,00 24 06.269       ,-72 04 45.36       
[MSS2012] 15                                                        ,00 24 06.269       ,-72 04 45.36       
Cl* NGC  104    EGG V52                                                      ,00 24 06.26        ,-72 04 45.9        
Cl* NGC  104    EGG V52                                                      ,00 24 06.26        ,-72 04 45.9        
Cl* NGC  104    EGG V52                                                      ,00 24 06.26        ,-72 04 45.9        
Cl* NGC  104    MAM M58539                                                          ,00 24 06.2184      ,-72 04 52.168      
Cl* NGC  104    MAM M58539                                                          ,00 24 06.2184      ,-72 04 52.168      
Cl* NGC  104    MAM M58539                                                          ,00 24 06.2184      ,-72 04 52.168      
Cl* NGC  104    MAM M58539                                                          ,00 24 06.2184      ,-72 04 52.168      
Cl* NGC  104    MAM M58539                                                          ,00 24 06.2184      ,-72 04 52.168      
Cl* NGC  104    MAM M58539                                                          ,00 24 06.2184      ,-72 04 52.168      
Cl* NGC  104    MAM M58539                                                          ,00 24 06.2184      ,-72 04 52.168      
CXOGlb J002406.1-720542                                                        ,00 24 06.172       ,-72 05 42.84       
Cl* NGC  104    DPF    1757                                                        ,00 24 06.168       ,-72 04 49.94       
Cl* NGC  104    DPF    1757                                                        ,00 24 06.168       ,-72 04 49.94       
Cl* NGC  104    DPF    1757                                                        ,00 24 06.168       ,-72 04 49.94       
Cl* NGC  104    DPF    1757                                                        ,00 24 06.168       ,-72 04 49.94       
Cl* NGC  104    DPF    1757                                                        ,00 24 06.168       ,-72 04 49.94       
Cl* NGC  104    DPF    1757                                                        ,00 24 06.168       ,-72 04 49.94       
CXOGlb J002406.1-720504                                                        ,00 24 06.151       ,-72 05 04.12       
CXOGlb J002406.1-720504                                                        ,00 24 06.151       ,-72 05 04.12       
CXOGlb J002406.1-720504                                                        ,00 24 06.151       ,-72 05 04.12       
CXOGlb J002406.1-720451                                                        ,00 24 06.137       ,-72 04 51.43       
CXOGlb J002406.1-720451                                                        ,00 24 06.137       ,-72 04 51.43       
CXOGlb J002406.1-720451                                                        ,00 24 06.137       ,-72 04 51.43       
CXOGlb J002406.1-720451                                                        ,00 24 06.137       ,-72 04 51.43       
CXOGlb J002406.1-720451                                                        ,00 24 06.137       ,-72 04 51.43       
CXOGlb J002406.1-720451                                                        ,00 24 06.137       ,-72 04 51.43       
Cl* NGC  104    DPF    1581                                                        ,00 24 06.126       ,-72 04 48.03       
Cl* NGC  104    DPF    1581                                                        ,00 24 06.126       ,-72 04 48.03       
Cl* NGC  104    DPF    1581                                                        ,00 24 06.126       ,-72 04 48.03       
Cl* NGC  104    DPF    1581                                                        ,00 24 06.126       ,-72 04 48.03       
[KDA2008] 24                                                        ,00 24 06.122       ,-72 04 51.84       
[KDA2008] 24                                                        ,00 24 06.122       ,-72 04 51.84       
[KDA2008] 24                                                        ,00 24 06.122       ,-72 04 51.84       
[KDA2008] 24                                                        ,00 24 06.122       ,-72 04 51.84       
[KDA2008] 24                                                        ,00 24 06.122       ,-72 04 51.84       
[KDA2008] 24                                                        ,00 24 06.122       ,-72 04 51.84       
[KDA2008] 24                                                        ,00 24 06.122       ,-72 04 51.84       
[KDA2008] 49                                             ,00 24 06.085        ,-72 05 06.72       
[KDA2008] 49                                                        ,00 24 06.085       ,-72 05 06.72       
[KDA2008] 49                                                        ,00 24 06.085       ,-72 05 06.72       
[KDA2008] 49                                                        ,00 24 06.085       ,-72 05 06.72       
[KDA2008] 49                                                        ,00 24 06.085       ,-72 05 06.72       
CXOGlb J002406.0-720449                                                        ,00 24 06.064       ,-72 04 48.93       
Cl* NGC  104    DPF    1582                                                        ,00 24 06.064       ,-72 04 48.10       
CXOGlb J002406.0-720449                                                        ,00 24 06.064       ,-72 04 48.93       
Cl* NGC  104    DPF    1582                                                        ,00 24 06.064       ,-72 04 48.10       
Cl* NGC  104    DPF    1582                                                        ,00 24 06.064       ,-72 04 48.10       
CXOGlb J002406.0-720449                                                        ,00 24 06.064       ,-72 04 48.93       
CXOGlb J002406.0-720449                                                        ,00 24 06.064       ,-72 04 48.93       
Cl* NGC  104    DPF    1582                                                        ,00 24 06.064       ,-72 04 48.10       
CXOGlb J002406.0-720449                                                        ,00 24 06.064       ,-72 04 48.93       
Cl* NGC  104    DPF    1582                                                        ,00 24 06.064       ,-72 04 48.10       
[CPF2015] COM-47TucW                                                          ,00 24 06.0630      ,-72 04 49.133      
[CPF2015] COM-47TucW                                                          ,00 24 06.0630      ,-72 04 49.133      
[CPF2015] COM-47TucW                                                          ,00 24 06.0630      ,-72 04 49.133      
[CPF2015] COM-47TucW                                                          ,00 24 06.0630      ,-72 04 49.133      
[CPF2015] COM-47TucW                                                          ,00 24 06.0630      ,-72 04 49.133      
PSR B0021-72W                                                          ,00 24 06.0580      ,-72 04 49.088      
PSR B0021-72W                                                          ,00 24 06.0580      ,-72 04 49.088      
PSR B0021-72W                                                          ,00 24 06.0580      ,-72 04 49.088      
PSR B0021-72W                                                          ,00 24 06.0580      ,-72 04 49.088      
PSR B0021-72W                                                          ,00 24 06.0580      ,-72 04 49.088      
PSR J0024-7205Z                                                          ,00 24 06.0390      ,-72 05 01.466      
PSR J0024-7205Z                                                          ,00 24 06.0390      ,-72 05 01.466      
Cl* NGC  104    DPF    2588                                                        ,00 24 06.020       ,-72 04 59.37       
Cl* NGC  104    DPF    2588                                                        ,00 24 06.020       ,-72 04 59.37       
Cl* NGC  104    MAM M54898                                                        ,00 24 06.013       ,-72 04 56.20       
Cl* NGC  104    MAM M54898                                                        ,00 24 06.013       ,-72 04 56.20       
Cl* NGC  104    MAM M54898                                                        ,00 24 06.013       ,-72 04 56.20       
CXOGlb J002406.0-720501                                                        ,00 24 05.998       ,-72 05 01.37       
CXOGlb J002406.0-720501                                                        ,00 24 05.998       ,-72 05 01.37       
[KDA2008] 33                                                        ,00 24 05.986       ,-72 04 58.37       
[KDA2008] 33                                                        ,00 24 05.986       ,-72 04 58.37       
[KDA2008] 42                                                        ,00 24 05.982       ,-72 04 55.34       
[KDA2008] 42                                                        ,00 24 05.982       ,-72 04 55.34       
[KDA2008] 42                                                        ,00 24 05.982       ,-72 04 55.34       
[KDA2008] 42                                                        ,00 24 05.982       ,-72 04 55.34       
Cl* NGC  104    MAM M61787                                                        ,00 24 05.964       ,-72 04 48.94       
Cl* NGC  104    MAM M61787                                                        ,00 24 05.964       ,-72 04 48.94       
Cl* NGC  104    MAM M61787                                                        ,00 24 05.964       ,-72 04 48.94       
Cl* NGC  104    MAM M61787                                                        ,00 24 05.964       ,-72 04 48.94       
Cl* NGC  104    MAM M61787                                                        ,00 24 05.964       ,-72 04 48.94       
[MSS2012] 95                                                        ,00 24 05.954       ,-72 04 42.87       
CXOGlb J002405.9-720510                                             ,00 24 05.936        ,-72 05 10.77       
CXOGlb J002405.9-720510                                                        ,00 24 05.936       ,-72 05 10.77       
CXOGlb J002405.9-720510                                                        ,00 24 05.936       ,-72 05 10.77       
Cl* NGC  104    DPF    1286                                             ,00 24 05.921        ,-72 04 45.20       
Cl* NGC  104    DPF    1286                                                        ,00 24 05.921       ,-72 04 45.20       
Cl* NGC  104    DPF    1286                                                        ,00 24 05.921       ,-72 04 45.20       
Cl* NGC  104    DPF    1286                                                        ,00 24 05.921       ,-72 04 45.20       
Cl* NGC  104    EGG V38                                                          ,00 24 05.9036      ,-72 04 57.097      
Cl* NGC  104    EGG V38                                                          ,00 24 05.9036      ,-72 04 57.097      
Cl* NGC  104  AGBWF  2-1                                                          ,00 24 05.8876      ,-72 04 24.816      
Cl* NGC  104    DPF    1953                                                        ,00 24 05.833       ,-72 04 52.48       
Cl* NGC  104    DPF    1953                                                        ,00 24 05.833       ,-72 04 52.48       
Cl* NGC  104    DPF    1953                                                        ,00 24 05.833       ,-72 04 52.48       
Cl* NGC  104    DPF    1953                                                        ,00 24 05.833       ,-72 04 52.48       
Cl* NGC  104    DPF    1953                                                        ,00 24 05.833       ,-72 04 52.48       
Cl* NGC  104    DPF    1953                                                        ,00 24 05.833       ,-72 04 52.48       
[MSS2012] 61                                             ,00 24 05.814        ,-72 04 43.74       
[MSS2012] 61                                                        ,00 24 05.814       ,-72 04 43.74       
Cl* NGC  104    MAM M56964                                                      ,00 24 05.81        ,-72 04 51.3        
Cl* NGC  104    MAM M56964                                                      ,00 24 05.81        ,-72 04 51.3        
Cl* NGC  104    MAM M56964                                                      ,00 24 05.81        ,-72 04 51.3        
Cl* NGC  104    MAM M56964                                                      ,00 24 05.81        ,-72 04 51.3        
Cl* NGC  104    MAM M56964                                                      ,00 24 05.81        ,-72 04 51.3        
1E 002151-7221.5                                                   ,00 24 05.8         ,-72 04 56          
1E 002151-7221.5                                                   ,00 24 05.8         ,-72 04 56          
[MSS2012] 48                                                           ,00 24 05.7989089084 ,-72 05 09.381056339
[MSS2012] 48                                                                      ,00 24 05.7989089084,-72 05 09.381056339
[MSS2012] 48                                                                      ,00 24 05.7989089084,-72 05 09.381056339
[MSS2012] 48                                                                      ,00 24 05.7989089084,-72 05 09.381056339
[MSS2012] 48                                                                      ,00 24 05.7989089084,-72 05 09.381056339
[KDA2008] 7                                                        ,00 24 05.794       ,-72 04 57.13       
[KDA2008] 7                                                        ,00 24 05.794       ,-72 04 57.13       
Cl* NGC  104    EGG V46                                               ,00 24 05.7776       ,-72 04 49.139      
Cl* NGC  104    EGG V46                                                          ,00 24 05.7776      ,-72 04 49.139      
Cl* NGC  104    EGG V46                                                          ,00 24 05.7776      ,-72 04 49.139      
Cl* NGC  104    EGG V46                                                          ,00 24 05.7776      ,-72 04 49.139      
Cl* NGC  104    EGG V46                                                          ,00 24 05.7776      ,-72 04 49.139      
Cl* NGC  104    EGG V46                                                          ,00 24 05.7776      ,-72 04 49.139      
Cl* NGC  104    DPF    2850                                                        ,00 24 05.774       ,-72 05 03.19       
Cl* NGC  104    DPF    2850                                                        ,00 24 05.774       ,-72 05 03.19       
Cl* NGC  104    DPF    2850                                                        ,00 24 05.774       ,-72 05 03.19       
Cl* NGC  104    DPF    2850                                                        ,00 24 05.774       ,-72 05 03.19       
Cl* NGC  104    MAM M57553                                                        ,00 24 05.736       ,-72 04 53.31       
Cl* NGC  104    MAM M57553                                                        ,00 24 05.736       ,-72 04 53.31       
Cl* NGC  104    MAM M57553                                                        ,00 24 05.736       ,-72 04 53.31       
Cl* NGC  104    MAM M57553                                                        ,00 24 05.736       ,-72 04 53.31       
Cl* NGC  104    MAM M57553                                                        ,00 24 05.736       ,-72 04 53.31       
Cl* NGC  104    DPF    2772                                                        ,00 24 05.717       ,-72 05 02.00       
Cl* NGC  104    DPF    2772                                                        ,00 24 05.717       ,-72 05 02.00       
[GHE2001] W32                                             ,00 24 05.716        ,-72 04 49.44       
[GHE2001] W32                                                        ,00 24 05.716       ,-72 04 49.44       
[GHE2001] W32                                                        ,00 24 05.716       ,-72 04 49.44       
[GHE2001] W32                                                        ,00 24 05.716       ,-72 04 49.44       
[GHE2001] W32                                                        ,00 24 05.716       ,-72 04 49.44       
[GHE2001] W32                                                        ,00 24 05.716       ,-72 04 49.44       
Cl* NGC  104  AGBWF  2-27                                                          ,00 24 05.7002      ,-72 04 18.673      
CXOGlb J002405.6-720452                                                        ,00 24 05.694       ,-72 04 52.61       
CXOGlb J002405.6-720452                                                        ,00 24 05.694       ,-72 04 52.61       
CXOGlb J002405.6-720452                                                        ,00 24 05.694       ,-72 04 52.61       
CXOGlb J002405.6-720452                                                        ,00 24 05.694       ,-72 04 52.61       
CXOGlb J002405.6-720452                                                        ,00 24 05.694       ,-72 04 52.61       
[MSS2012] 80                                             ,00 24 05.685        ,-72 04 43.37       
[MSS2012] 80                                                        ,00 24 05.685       ,-72 04 43.37       
PSR J0024-7204R                                                        ,00 24 05.670       ,-72 04 52.62       
PSR J0024-7204R                                                        ,00 24 05.670       ,-72 04 52.62       
PSR J0024-7204R                                                        ,00 24 05.670       ,-72 04 52.62       
PSR J0024-7204R                                                        ,00 24 05.670       ,-72 04 52.62       
PSR J0024-7204R                                                        ,00 24 05.670       ,-72 04 52.62       
CXOGlb J002405.6-720504                                                        ,00 24 05.662       ,-72 05 04.51       
CXOGlb J002405.6-720504                                                        ,00 24 05.662       ,-72 05 04.51       
CXOGlb J002405.6-720504                                                        ,00 24 05.662       ,-72 05 04.51       
CXOGlb J002405.6-720504                                                        ,00 24 05.662       ,-72 05 04.51       
Cl* NGC  104    DPF    1997                                                        ,00 24 05.653       ,-72 04 53.10       
Cl* NGC  104    DPF    1997                                                        ,00 24 05.653       ,-72 04 53.10       
Cl* NGC  104    DPF    1997                                                        ,00 24 05.653       ,-72 04 53.10       
Cl* NGC  104    DPF    1997                                                        ,00 24 05.653       ,-72 04 53.10       
Cl* NGC  104    DPF    1166                                             ,00 24 05.649        ,-72 04 44.36       
Cl* NGC  104    DPF    1166                                                        ,00 24 05.649       ,-72 04 44.36       
Cl* NGC  104    DPF    1166                                                        ,00 24 05.649       ,-72 04 44.36       
Cl* NGC  104    EGG V40                                                          ,00 24 05.6368      ,-72 04 53.466      
Cl* NGC  104    EGG V40                                                          ,00 24 05.6368      ,-72 04 53.466      
Cl* NGC  104    EGG V40                                                          ,00 24 05.6368      ,-72 04 53.466      
Cl* NGC  104    EGG V40                                                          ,00 24 05.6368      ,-72 04 53.466      
[KDA2008] 5                                                        ,00 24 05.557       ,-72 05 02.15       
[LML2014] 100125                                                          ,00 24 05.5038      ,-72 05 03.835      
[LML2014] 100125                                                          ,00 24 05.5038      ,-72 05 03.835      
CXOGlb J002405.4-720457                                                        ,00 24 05.440       ,-72 04 57.06       
CXOGlb J002405.3-720511                                                        ,00 24 05.379       ,-72 05 11.12       
CXOGlb J002405.3-720421                                                        ,00 24 05.364       ,-72 04 21.53       
NGC   104                                                        ,00 24 05.359       ,-72 04 53.20       
PSR J0024-7204V                                                        ,00 24 05.359       ,-72 04 53.20       
PSR J0024-7204V                                                        ,00 24 05.359       ,-72 04 53.20       
NGC   104                                                        ,00 24 05.359       ,-72 04 53.20       
PSR J0024-7204V                                                        ,00 24 05.359       ,-72 04 53.20       
NGC   104                                                        ,00 24 05.359       ,-72 04 53.20       
Cl* NGC  104   GYSB     263                                                      ,00 24 05.33        ,-72 04 54.5        
Cl* NGC  104   GYSB     263                                                      ,00 24 05.33        ,-72 04 54.5        
[KDA2008] 18                                                        ,00 24 05.266       ,-72 04 59.02       
[KDA2008] 37                                                        ,00 24 05.234       ,-72 05 02.06       
[KDA2008] 37                                                        ,00 24 05.234       ,-72 05 02.06       
CXOGlb J002405.2-720446                                             ,00 24 05.216        ,-72 04 46.59       
CXOGlb J002405.2-720446                                                        ,00 24 05.216       ,-72 04 46.59       
CXOGlb J002405.2-720446                                                        ,00 24 05.216       ,-72 04 46.59       
CXOGlb J002405.2-720446                                                        ,00 24 05.216       ,-72 04 46.59       
CXOGlb J002405.1-720604                                                        ,00 24 05.156       ,-72 06 04.46       
2MASS J00240514-7204542                                                        ,00 24 05.146       ,-72 04 54.30       
2MASS J00240514-7204542                                                        ,00 24 05.146       ,-72 04 54.30       
[LML2014] 100110                                               ,00 24 05.0885       ,-72 04 44.792      
CXOGlb J002405.1-720502                                                        ,00 24 05.056       ,-72 05 02.77       
CXOGlb J002405.1-720502                                                        ,00 24 05.056       ,-72 05 02.77       
CXOGlb J002404.9-720451                                             ,00 24 05.007        ,-72 04 51.27       
CXOGlb J002404.9-720451                                                        ,00 24 05.007       ,-72 04 51.27       
CXOGlb J002404.9-720451                                                        ,00 24 05.007       ,-72 04 51.27       
[GHE2001] W202                                             ,00 24 05.006        ,-72 04 43.60       
Cl* NGC  104    EGG V14                                     ,00 24 05            ,-72 04.8           
Cl* NGC  104    EGG V16                                     ,00 24 05            ,-72 04.8           
Cl* NGC  104    EGG V15                                     ,00 24 05            ,-72 04.8           
Cl* NGC  104    EGG V14                                                ,00 24 05           ,-72 04.8           
Cl* NGC  104    EGG V16                                                ,00 24 05           ,-72 04.8           
Cl* NGC  104    EGG V15                                                ,00 24 05           ,-72 04.8           
Cl* NGC  104    EGG V14                                                ,00 24 05           ,-72 04.8           
Cl* NGC  104    EGG V16                                                ,00 24 05           ,-72 04.8           
Cl* NGC  104    EGG V15                                                ,00 24 05           ,-72 04.8           
CXOGlb J002404.9-720454                                                        ,00 24 04.987       ,-72 04 53.95       
Cl* NGC  104    EGG V39                                                          ,00 24 04.9713      ,-72 05 00.590      
Cl* NGC  104    DPF    2646                                                        ,00 24 04.960       ,-72 05 01.10       
CXOGlb J002404.9-720506                                                        ,00 24 04.956       ,-72 05 06.08       
CXOGlb J002404.9-720506                                                        ,00 24 04.956       ,-72 05 06.08       
Cl* NGC  104    EGG V7                                               ,00 24 04.9480       ,-72 04 51.168      
Cl* NGC  104    EGG V7                                                          ,00 24 04.9480      ,-72 04 51.168      
Cl* NGC  104    EGG V7                                                          ,00 24 04.9480      ,-72 04 51.168      
CXOGlb J002404.9-720455                                             ,00 24 04.913        ,-72 04 55.36       
CXOGlb J002404.9-720455                                                        ,00 24 04.913       ,-72 04 55.36       
[KDA2008] 8                                                        ,00 24 04.912       ,-72 04 51.67       
[KDA2008] 8                                                        ,00 24 04.912       ,-72 04 51.67       
CXOGlb J002404.8-720446                                             ,00 24 04.902        ,-72 04 46.19       
CXOGlb J002404.8-720446                                                        ,00 24 04.902       ,-72 04 46.19       
Cl* NGC  104    AKO       8                                        ,00 24 04.9          ,-72 04 57          
[KDA2008] 13                                                        ,00 24 04.890       ,-72 05 03.61       
[KDA2008] 13                                                        ,00 24 04.890       ,-72 05 03.61       
Cl* NGC  104  AGBWF  2-25                                                          ,00 24 04.8793      ,-72 04 24.885      
Cl* NGC  104    AKO       6                                                   ,00 24 04.8         ,-72 04 54          
Cl* NGC  104    EGG V22                                               ,00 24 04.7693       ,-72 04 56.028      
Cl* NGC  104    DSZ       7                                                      ,00 24 04.71        ,-72 04 52.4        
Cl* NGC  104  AGBWF  4-1                                                          ,00 24 04.7093      ,-72 06 08.576      
HJV94  8                                         ,00 24 04.7         ,-72 05 04          
[HJV94]  8                                                   ,00 24 04.7         ,-72 05 04          
[HJV94]  8                                                   ,00 24 04.7         ,-72 05 04          
[HJV94]  8                                                   ,00 24 04.7         ,-72 05 04          
Cl* NGC  104    MAM    alf                                           ,00 24 04.69         ,-72 04 58.6        
CXOGlb J002404.6-720509                                                        ,00 24 04.669       ,-72 05 09.40       
PSR J0023-72O                                                        ,00 24 04.637       ,-72 04 53.71       
[KDA2008] 47                                             ,00 24 04.623        ,-72 04 47.95       
[KDA2008] 47                                                        ,00 24 04.623       ,-72 04 47.95       
[KDA2008] 47                                                        ,00 24 04.623       ,-72 04 47.95       
[MSS2012] 37                                                 ,00 24 04.62192      ,-72 04 46.2216     
Cl* NGC  104    EGG V28                                               ,00 24 04.6105       ,-72 04 59.546      
Cl* NGC  104    MAM    bet                                           ,00 24 04.61         ,-72 04 49.7        
Cl* NGC  104  AGBWF  4-16                                                      ,00 24 04.61        ,-72 06 06.0        
Cl* NGC  104    MAM    bet                                                      ,00 24 04.61        ,-72 04 49.7        
Cl* NGC  104    MAM    bet                                                      ,00 24 04.61        ,-72 04 49.7        
Cl* NGC  104    AKO       7                                        ,00 24 04.6          ,-72 04 57          
[KDA2008] 78                                             ,00 24 04.374        ,-72 04 58.26       
[KDA2008] 78                                                        ,00 24 04.374       ,-72 04 58.26       
Cl* NGC  104    EGG V19                                             ,00 24 04.345        ,-72 05 01.35       
Cl* NGC  104    EGG V19                                              ,00 24 04.345       ,-72 05 01.35       
Cl* NGC  104    EGG V19                                                        ,00 24 04.345       ,-72 05 01.35       
Cl* NGC  104    EGG V19                                                        ,00 24 04.345       ,-72 05 01.35       
KDA2008 66                                              ,00 24 04.299       ,-72 05 05.01       
[KDA2008] 66                                                        ,00 24 04.299       ,-72 05 05.01       
[KDA2008] 66                                                        ,00 24 04.299       ,-72 05 05.01       
[DWS97] Tuc 1                                           ,00 24 04.29         ,-72 04 57.7        
[DWS97] Tuc 1                                                      ,00 24 04.29        ,-72 04 57.7        
2MASS J00240427-7206074                                                                      ,00 24 04.2792409110,-72 06 07.458752847
CXOGlb J002404.2-720443                                             ,00 24 04.276        ,-72 04 43.52       
RX J0021.8-7221                                             ,00 24 04.263        ,-72 04 57.97       
RX J0021.8-7221                                                        ,00 24 04.263       ,-72 04 57.97       
Cl* NGC  104    EGG V37                                               ,00 24 04.2535       ,-72 04 56.922      
Cl* NGC  104    EGG V37                                                          ,00 24 04.2535      ,-72 04 56.922      
[KDA2008] 31                                                        ,00 24 04.246       ,-72 04 51.39       
Cl* NGC  104    MAM    zet                                                      ,00 24 04.21        ,-72 06 07.3        
CXOGlb J002404.1-720420                                                        ,00 24 04.191       ,-72 04 20.11       
CXOGlb J002404.1-720420                                                        ,00 24 04.191       ,-72 04 20.11       
[KDA2008] 36                                             ,00 24 04.171        ,-72 05 02.45       
KDA2008 36                                              ,00 24 04.171       ,-72 05 02.45       
[KDA2008] 36                                                        ,00 24 04.171       ,-72 05 02.45       
[KDA2008] 36                                                        ,00 24 04.171       ,-72 05 02.45       
LML2014 100154                                                ,00 24 04.1256      ,-72 05 07.161      
[LML2014] 100154                                                          ,00 24 04.1256      ,-72 05 07.161      
[LML2014] 100154                                                          ,00 24 04.1256      ,-72 05 07.161      
Cl* NGC  104    FDP    2712                                           ,00 24 04.07         ,-72 04 58.1        
Cl* NGC  104    FDP    2712                                                      ,00 24 04.07        ,-72 04 58.1        
CXOGlb J002403.8-720621                                                        ,00 24 03.835       ,-72 06 21.61       
[MSS2012] 27                                             ,00 24 03.781        ,-72 04 44.70       
[MSS2012] 27                                                        ,00 24 03.781       ,-72 04 44.70       
CXOGlb J002403.7-720423                                                        ,00 24 03.776       ,-72 04 22.96       
PSR J0024-72L                                             ,00 24 03.754        ,-72 04 56.87       
PSR J0024-72L                                                        ,00 24 03.754       ,-72 04 56.87       
[MSS2012] 89                                                                      ,00 24 03.7131826856,-72 04 18.128260238
CXOGlb J002403.6-720459                                             ,00 24 03.703        ,-72 04 59.03       
CXOGlb J002403.6-720459                                                        ,00 24 03.703       ,-72 04 59.03       
KDA2008 32                                              ,00 24 03.646       ,-72 05 04.15       
[KDA2008] 32                                                        ,00 24 03.646       ,-72 05 04.15       
CXOGlb J002403.4-720451                                             ,00 24 03.494        ,-72 04 51.94       
CXOGlb J002403.4-720451                                                        ,00 24 03.494       ,-72 04 51.94       
CXOGlb J002403.4-720451                                                        ,00 24 03.494       ,-72 04 51.94       
Cl* NGC  104  AGBWF  2-33                                                          ,00 24 03.4806      ,-72 04 17.984      
Cl* NGC  104    EGG V8                                              ,00 24 03.464       ,-72 05 05.20       
Cl* NGC  104    EGG V8                                                        ,00 24 03.464       ,-72 05 05.20       
[MSS2012] 75                                             ,00 24 03.401        ,-72 04 46.83       
[MSS2012] 75                                                        ,00 24 03.401       ,-72 04 46.83       
[MSS2012] 75                                                        ,00 24 03.401       ,-72 04 46.83       
Cl* NGC  104    EGG V9                                                        ,00 24 03.336       ,-72 04 26.12       
IRAS 00218-7221                                         ,00 24 03.3         ,-72 05 04          
IRAS 00218-7221                                                   ,00 24 03.3         ,-72 05 04          
[GLS2013] 47 Tuc  80029                                                        ,00 24 03.239       ,-72 06 25.78       
2MASS J00240317-7204507                                                           ,00 24 03.1673780500 ,-72 04 50.671132984
2MASS J00240317-7204507                                                                      ,00 24 03.1673780500,-72 04 50.671132984
2MASS J00240317-7204507                                                                      ,00 24 03.1673780500,-72 04 50.671132984
2MASS J00240317-7204507                                                                      ,00 24 03.1673780500,-72 04 50.671132984
[FBS2016] NGC104 EM1                                                           ,00 24 03.1046210787 ,-72 04 55.051949345
[FBS2016] NGC104 EM1                                                                      ,00 24 03.1046210787,-72 04 55.051949345
CXOGlb J002403.1-720447                                             ,00 24 03.083        ,-72 04 47.28       
CXOGlb J002403.1-720447                                                        ,00 24 03.083       ,-72 04 47.28       
CXOGlb J002403.1-720447                                                        ,00 24 03.083       ,-72 04 47.28       
CXOGlb J002403.0-720426                                                        ,00 24 03.038       ,-72 04 26.58       
[GHE2001] W302                                             ,00 24 03.036        ,-72 04 43.81       
[GHE2001] W302                                                        ,00 24 03.036       ,-72 04 43.81       
MSS2012 46                                              ,00 24 03.003       ,-72 05 07.31       
[MSS2012] 46                                                        ,00 24 03.003       ,-72 05 07.31       
[MSS2012] 46                                                        ,00 24 03.003       ,-72 05 07.31       
[MSS2012] 64                                                        ,00 24 02.856       ,-72 05 08.05       
[MSS2012] 76                                                                      ,00 24 02.8503202582,-72 04 57.993612545
LML2014 100136                                                ,00 24 02.8066      ,-72 05 05.427      
[LML2014] 100136                                                          ,00 24 02.8066      ,-72 05 05.427      
CXOGlb J002402.8-720449                                             ,00 24 02.806        ,-72 04 49.04       
CXOGlb J002402.8-720449                                                        ,00 24 02.806       ,-72 04 49.04       
CXOGlb J002402.8-720449                                                        ,00 24 02.806       ,-72 04 49.04       
CXOGlb J002402.8-720449                                                        ,00 24 02.806       ,-72 04 49.04       
2MASS J00240279-7205033                                                  ,00 24 02.79600     ,-72 05 03.3864     
